ID JCDECAUX,Marques,Année,Reftest,Nom_fichier_visuel,FAMILLE,CLASSE,Nombre de visuels,Type de campagne,Couleur dominante,Couleur propre à la marque ? ,1er point d'accroche,Personnages,Si Egérie : est-elle propre à la marque ou également sur d'autres marques ? ,Utilisation de l'égérie dans le temps,Genre,Tranche d'âge,Quantité/Place du texte dans le visuel,Discours utilisé,"Style de texte 
(Lettres)",Taille du logo,Eléments de branding,Présence d'un QR Code,Langue du claim,Contraste,Place du logo,Notoriété (base YouGov),Mise en avant prix,Charge visuelle,image_path
2605.0,MCDONALD'S,2022.0,2222452201.0,2222452201 ABRIBUS-DRIVE-V2-B_120x176_QUESADILLA-MAC11536,RESTAURATION,RESTAURATION RAPIDE,3.0,Produit,Vert,Non ,Produit/Service,-,,,-,-,Faible,Descriptif,Minuscule sans gras ,Petit,Moyen,Oui,Français,Un peu contrasté,Haut droit,0.93,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452201 ABRIBUS-DRIVE-V2-B_120x176_QUESADILLA-MAC11536.jpg
,CREDIT MUTUEL,2022.0,2222452202.0,2222452202  0805_1_CRMU_2207170_CONTINENT_ABRIBUS_118.5x175mm_Ret_2707,ETS_FINANCIERS_ASSURANCES,BANQUES DE DETAIL,1.0,Offre,Blanc,Non ,Personnage,Personne seule,,,Femme,Jeune adulte,Fort,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Français,Très contrasté,Bas milieu,0.86,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452202  0805_1_CRMU_2207170_CONTINENT_ABRIBUS_118.5x175mm_Ret_2707.jpg
2385.0,FREE TELECOM,2022.0,2222452204.0,"2222452204 118,5x175_FreeFlex.p1",TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,2.0,Offre,Blanc,Non ,Produit/Service,-,,,-,-,Fort,Explicatif/Narratif,Minuscule gras,Petit,Moyen,Non,Français,Pas contrasté,Haut milieu,0.92,Prix indiqué,Moyen (4-5),"C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452204 118,5x175_FreeFlex.p1.jpg"
2385.0,FREE TELECOM,2022.0,2222452204.0,2222452204 320x240cm_freeFlex-3.p1,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,2.0,Offre,Blanc,Non ,Produit/Service,-,,,-,-,Fort,Explicatif/Narratif,Minuscule gras,Petit,Moyen,Non,Français,Pas contrasté,Haut milieu,0.92,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452204 320x240cm_freeFlex-3.p1.jpg
2411.0,SNCF,2022.0,2222452205.0,2222452205 IDF1_120X176-0922-UHD,TOURISME,VOYAGES TOURISME,5.0,Offre,Bleu,Non ,Personnage,Personne seule,,,Homme,Adulte,Moyen ,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.94,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452205 IDF1_120X176-0922-UHD.jpg
2411.0,SNCF,2022.0,2222452205.0,2222452205 IDF2_120X176-0922-UHD,TOURISME,VOYAGES TOURISME,5.0,Offre,Jaune,Non ,Personnage,Personne seule,,,Femme,Jeune adulte,Moyen ,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.94,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452205 IDF2_120X176-0922-UHD.jpg
2411.0,SNCF,2022.0,2222452205.0,2222452205 IDF3_120X176-0922-UHD,TOURISME,VOYAGES TOURISME,5.0,Offre,Bleu,Non ,Personnage,Couple,,,Les 2,Jeune adulte,Moyen ,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.94,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452205 IDF3_120X176-0922-UHD.jpg
2411.0,SNCF,2022.0,2222452205.0,2222452205 IDF4-120X176-0922-UHD-(1),TOURISME,VOYAGES TOURISME,5.0,Offre,Rose,Non ,Personnage,Personne seule,,,Femme,Jeune adulte,Moyen ,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.94,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452205 IDF4-120X176-0922-UHD-(1).jpg
2411.0,SNCF,2022.0,2222452205.0,2222452205 IDF5_120X176-0922-UHD,TOURISME,VOYAGES TOURISME,5.0,Offre,Bleu,Non ,Personnage,Personne seule,,,Homme,Jeune adulte,Moyen ,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.94,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452205 IDF5_120X176-0922-UHD.jpg
2412.0,LABEL 5,2022.0,2222452210.0,2222452210 LABEL5_FORMATS_ABRIBUS2_Page_1,BOISSONS,BOISSONS ALCOOLISEES,2.0,Produit,Marron,Non ,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Minuscule gras,Grand,Moyen,Non,Aucun claim,Pas contrasté,Haut milieu,0.65,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452210 LABEL5_FORMATS_ABRIBUS2_Page_1.jpg
2412.0,LABEL 5,2022.0,2222452210.0,2222452210 LABEL5_FORMATS_ABRIBUS2_Page_2,BOISSONS,BOISSONS ALCOOLISEES,2.0,Produit,Vert,Non ,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Minuscule gras,Grand,Moyen,Non,Aucun claim,Un peu contrasté,Haut milieu,0.65,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452210 LABEL5_FORMATS_ABRIBUS2_Page_2.jpg
2408.0,CARTIER,2022.0,2222422201.0,2222422201 P0354183_CARTIER_FRANCE_PANTHERE_GRAPHIQUE_1690_1240v4,MODE_ET_ACCESSOIRES,HORLOGERIE BIJOUTERIE,2.0,Produit,Blanc,Non ,Personnage,Célébrité,Sur d'autres marques,1ère utilisation ,Femme,Jeune adulte,Faible,Descriptif,Majuscule gras,Grand,Moyen,Non,Aucun claim,Pas contrasté,Haut gauche,0.8,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222422201 P0354183_CARTIER_FRANCE_PANTHERE_GRAPHIQUE_1690_1240v4.jpg
2408.0,CARTIER,2022.0,2222422201.0,2222422201 S42-P0354182_CARTIER_FRANCE_PANTHERE_GRAPHIQUE_1185_1750.v4,MODE_ET_ACCESSOIRES,HORLOGERIE BIJOUTERIE,2.0,Produit,Blanc,Non ,Personnage,Célébrité,Sur d'autres marques,1ère utilisation ,Femme,Jeune adulte,Faible,Descriptif,Majuscule gras,Grand,Moyen,Non,Aucun claim,Pas contrasté,Haut gauche,0.8,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222422201 S42-P0354182_CARTIER_FRANCE_PANTHERE_GRAPHIQUE_1185_1750.v4.jpg
2378.0,JURA,2022.0,2222452212.0,2222452212 KEYVI_JURA_FINAL_V1-bdef_page-0001,BOISSONS,BOISSONS ALCOOLISEES,1.0,Produit,Beige,Non ,Claim,-,,,-,-,Moyen ,Humoristique,Majuscule gras,Grand,Moyen,Non,Anglais,Un peu contrasté,Dans le corps du visuel,-,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452212 KEYVI_JURA_FINAL_V1-bdef_page-0001.jpg
2450.0,LOEWE,2022.0,2222452213.0,2222452213 Screenshot-2022-10-19-at-18.45.21,MODE_ET_ACCESSOIRES,MAROQUINERIE,4.0,Produit,Vert,Non ,Produit/Service,-,,,-,-,Inexistant,-,-,Grand,Moyen,Non,Aucun claim,Pas contrasté,Haut milieu,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452213 Screenshot-2022-10-19-at-18.45.21.jpg
2450.0,LOEWE,2022.0,2222452213.0,2222452213 Screenshot-2022-10-19-at-18.45.38,MODE_ET_ACCESSOIRES,MAROQUINERIE,4.0,Produit,Marron,Non ,Produit/Service,Personne seule,,,Femme,-,Inexistant,-,-,Grand,Moyen,Non,Aucun claim,Pas contrasté,Haut milieu,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452213 Screenshot-2022-10-19-at-18.45.38.jpg
2450.0,LOEWE,2022.0,2222452213.0,2222452213 Screenshot-2022-10-21-at-15.32.36,MODE_ET_ACCESSOIRES,MAROQUINERIE,4.0,Branding,Gris,Non ,Personnage,Personne seule,,,Femme,Jeune adulte,Inexistant,-,-,Grand,Moyen,Non,Aucun claim,Pas contrasté,Haut milieu,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452213 Screenshot-2022-10-21-at-15.32.36.jpg
2450.0,LOEWE,2022.0,2222452213.0,2222452213 Screenshot-2022-10-21-at-15.32.44,MODE_ET_ACCESSOIRES,MAROQUINERIE,4.0,Branding,Gris,Non ,Personnage,Personne seule,,,Femme,Senior,Inexistant,-,-,Grand,Moyen,Non,Aucun claim,Un peu contrasté,Haut gauche,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222452213 Screenshot-2022-10-21-at-15.32.44.jpg
2367.0,BOUYGUES TELECOM,2022.0,2222432201.0,2222432201 BT-S43---visuel-1,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,3.0,Service,Blanc,Non ,Claim,-,,,-,-,Moyen ,Explicatif/Narratif,Minuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Haut milieu,0.87,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222432201 BT-S43---visuel-1.jpg
2367.0,BOUYGUES TELECOM,2022.0,2222432201.0,2222432201 BT-S43---visuel-2,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,3.0,Service,Blanc,Non ,Claim,-,,,-,-,Moyen ,Explicatif/Narratif,Minuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Haut milieu,0.87,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222432201 BT-S43---visuel-2.jpg
2413.0,HOURA,2022.0,2222432202.0,"2222432202 R_118,5x175_Fin_Proche.p1",PURE_PLAYERS,COMMERCES,4.0,Service,Vert,Non ,Claim,Personne seule,,,Femme,Jeune adulte,Fort,Humoristique,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Bas gauche,0.18,Aucun,Moyen (4-5),"C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222432202 R_118,5x175_Fin_Proche.p1.jpg"
2413.0,HOURA,2022.0,2222432202.0,"2222432202 R_118,5x175_Soucis_Dur_Truc.p1",PURE_PLAYERS,COMMERCES,4.0,Service,Bleu,Non ,Claim,Personne seule,,,Femme,-,Fort,Humoristique,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Bas gauche,0.18,Aucun,Moyen (4-5),"C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222432202 R_118,5x175_Soucis_Dur_Truc.p1.jpg"
2413.0,HOURA,2022.0,2222432202.0,"2222432202 R_118,5x175_Soucis_Dur_Truc.p2",PURE_PLAYERS,COMMERCES,4.0,Service,Rouge,Non ,Claim,Couple,,,Les 2,Jeune adulte,Fort,Humoristique,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Bas gauche,0.18,Aucun,Moyen (4-5),"C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222432202 R_118,5x175_Soucis_Dur_Truc.p2.jpg"
2413.0,HOURA,2022.0,2222432202.0,"2222432202 R_118,5x175_Soucis_Dur_Truc.p3",PURE_PLAYERS,COMMERCES,4.0,Service,Violet,Non ,Claim,Personne seule,,,Femme,Jeune adulte,Fort,Humoristique,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Bas gauche,0.18,Aucun,Moyen (4-5),"C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222432202 R_118,5x175_Soucis_Dur_Truc.p3.jpg"
2414.0,KFC,2022.0,2222422202.0,2222422202 KFC-1,RESTAURATION,RESTAURATION RAPIDE,3.0,Branding,Rouge,Non ,Personnage,Amis,,,Les 2,Jeune adulte,Faible,Explicatif/Narratif,Majuscule gras,Moyen,Moyen,Non,Français,Pas contrasté,Bas droit,0.86,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222422202 KFC-1.jpg
2414.0,KFC,2022.0,2222422202.0,2222422202 KFC-2,RESTAURATION,RESTAURATION RAPIDE,3.0,Branding,Rouge,Non ,Personnage,Amis,,,Les 2,Jeune adulte,Faible,Explicatif/Narratif,Majuscule gras,Moyen,Moyen,Non,Français,Pas contrasté,Bas droit,0.86,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222422202 KFC-2.jpg
2383.0,BOMBAY SAPPHIRE,2022.0,2222422204.0,2222422204  760103-3_BAM_F22_Bombay_OOH_Aug_FR_175x118-5cm_1,BOISSONS,BOISSONS ALCOOLISEES,2.0,Produit,Bleu,Dominante,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Minuscule sans gras ,Moyen,Moyen,Non,Français,Pas contrasté,Bas milieu,0.14,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222422204  760103-3_BAM_F22_Bombay_OOH_Aug_FR_175x118-5cm_1.jpg
2383.0,BOMBAY SAPPHIRE,2022.0,2222422204.0,2222422204 CJS2022_04_Adaptation_1_5_e_OOH_Bombay_02_V1-(1)-1,BOISSONS,BOISSONS ALCOOLISEES,2.0,Produit,Bleu,Dominante,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Minuscule sans gras ,Moyen,Moyen,Non,Français,Pas contrasté,Haut milieu,0.14,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222422204 CJS2022_04_Adaptation_1_5_e_OOH_Bombay_02_V1-(1)-1.jpg
2628.0,MCDONALD'S,2022.0,2222412201.0,2222412201 ABRIBUS-DRIVE_120x176_TRUST-FRANCITE-MAC11524-A-QUAD-OK,RESTAURATION,RESTAURATION RAPIDE,2.0,Branding,Bleu,Non ,Logo,-,,,-,-,Moyen ,Explicatif/Narratif,Majuscule gras,Grand,Moyen,Non,Français,Un peu contrasté,Dans le corps du visuel,0.93,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222412201 ABRIBUS-DRIVE_120x176_TRUST-FRANCITE-MAC11524-A-QUAD-OK.jpg
2628.0,MCDONALD'S,2022.0,2222412201.0,2222412201 ABRIBUS-DRIVE_120x176_TRUST-FRUITS-MAC11524-A-QUAD-OK,RESTAURATION,RESTAURATION RAPIDE,2.0,Branding,Bleu,Non ,Packshot,-,,,-,-,Moyen ,Explicatif/Narratif,Majuscule gras,-,Moyen,Non,Français,Un peu contrasté,Dans le corps du visuel,0.93,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222412201 ABRIBUS-DRIVE_120x176_TRUST-FRUITS-MAC11524-A-QUAD-OK.jpg
2417.0,HIPPOPOTAMUS,2022.0,2222402201.0,2222402201 HIPO_2208060_Abribus_1185x1750,RESTAURATION,RESTAURATION,2.0,Branding,Noir,Non ,Claim,-,,,-,-,Moyen ,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Bas gauche,0.72,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402201 HIPO_2208060_Abribus_1185x1750.jpg
2417.0,HIPPOPOTAMUS,2022.0,2222402201.0,2222402201 HIPO_2208060_Abribus_1185x1750,RESTAURATION,RESTAURATION,2.0,Branding,Noir,Non ,Claim,-,,,-,-,Moyen ,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Bas gauche,0.72,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402201 HIPO_2208060_Abribus_1185x1750.jpg
2337.0,DISNEY,2022.0,2222402202.0,2222402202 4x3_DISNEY_HALLOWEEN-1,TOURISME,PARCS ET LOISIRS,4.0,Branding,Noir,Non ,Personnage,Mascotte,,,Les 2,-,Faible,Humoristique,Majuscule gras,Petit,Peu,Non,Français,Pas contrasté,Bas droit,0.94,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402202 4x3_DISNEY_HALLOWEEN-1.jpg
2337.0,DISNEY,2022.0,2222402202.0,2222402202 4x3_DISNEY_HALLOWEEN-1,TOURISME,PARCS ET LOISIRS,4.0,Branding,Noir,Non ,Personnage,Mascotte,,,Les 2,-,Faible,Humoristique,Majuscule gras,Petit,Peu,Non,Français,Pas contrasté,Bas droit,0.94,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402202 4x3_DISNEY_HALLOWEEN-1.jpg
2337.0,DISNEY,2022.0,2222402202.0,2222402202 4x3_DISNEY_HALLOWEEN-1,TOURISME,PARCS ET LOISIRS,4.0,Branding,Noir,Non ,Personnage,Mascotte,,,Les 2,-,Faible,Humoristique,Majuscule gras,Petit,Peu,Non,Français,Pas contrasté,Bas droit,0.94,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402202 4x3_DISNEY_HALLOWEEN-1.jpg
2337.0,DISNEY,2022.0,2222402202.0,2222402202 4x3_DISNEY_HALLOWEEN-1,TOURISME,PARCS ET LOISIRS,4.0,Branding,Noir,Non ,Personnage,Mascotte,,,Les 2,-,Faible,Humoristique,Majuscule gras,Petit,Peu,Non,Français,Pas contrasté,Bas droit,0.94,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402202 4x3_DISNEY_HALLOWEEN-1.jpg
2379.0,BURGER KING,2022.0,2222402203.0,2222402203 BK_OOH_MEP-MONTAGNARD-0109-3,RESTAURATION,RESTAURATION RAPIDE,2.0,Produit,Noir,Non ,Produit/Service,Personne seule,,,Femme,Jeune adulte,Moyen ,Humoristique,Minuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Bas droit,0.88,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402203 BK_OOH_MEP-MONTAGNARD-0109-3.jpg
2379.0,BURGER KING,2022.0,2222402203.0,2222402203 BK_OOH_MEP-MONTAGNARD-0109-4,RESTAURATION,RESTAURATION RAPIDE,2.0,Produit,Noir,Non ,Produit/Service,Personne seule,,,Femme,Jeune adulte,Moyen ,Humoristique,Minuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Bas droit,0.88,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402203 BK_OOH_MEP-MONTAGNARD-0109-4.jpg
2419.0,GAN,2022.0,2222402204.0,2222402204 GAN2101_A07724_AFF_ABRIBUS_9B3_1185x1750_V3,ETS_FINANCIERS_ASSURANCES,ASSUREURS,3.0,Branding,Bleu,Dominante,Claim,Plusieurs personnes,,,Les 2,Adulte,Moyen ,Explicatif/Narratif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Dans le corps du visuel,0.61,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402204 GAN2101_A07724_AFF_ABRIBUS_9B3_1185x1750_V3.jpg
2419.0,GAN,2022.0,2222402204.0,2222402204 GAN2101_a17539_AFF_ABRIBUS_6BP_1185x1750_V1,ETS_FINANCIERS_ASSURANCES,ASSUREURS,3.0,Branding,Bleu,Dominante,Claim,Personne seule,,,Homme,Adulte,Moyen ,Explicatif/Narratif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Dans le corps du visuel,0.61,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402204 GAN2101_a17539_AFF_ABRIBUS_6BP_1185x1750_V1.jpg
2418.0,MARTINI,2022.0,2222402205.0,2222402205 763203-15_FY23_FR_Martini_NonAlc_TBSBartenders_Global_FrenchBottles_1185x1750_1-(1),BOISSONS,BOISSONS ALCOOLISEES,2.0,Produit,Orange,Non ,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Majuscule gras,Petit,Beaucoup,Non,Français,Un peu contrasté,Haut milieu,0.82,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402205 763203-15_FY23_FR_Martini_NonAlc_TBSBartenders_Global_FrenchBottles_1185x1750_1-(1).jpg
2418.0,MARTINI,2022.0,2222402205.0,2222402205 763203-16_FY23_FR_Martini_NonAlc_TBSBartenders_Global_FrenchBottles_3200x2400_1-(1),BOISSONS,BOISSONS ALCOOLISEES,2.0,Produit,Orange,Non ,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Majuscule gras,Petit,Beaucoup,Non,Français,Un peu contrasté,Haut milieu,0.82,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222402205 763203-16_FY23_FR_Martini_NonAlc_TBSBartenders_Global_FrenchBottles_3200x2400_1-(1).jpg
2336.0,VICHY,2022.0,2222382201.0,2222382201 JCD_MU_VICHY_VITALIFT_01,HYGIENE_BEAUTE,PRODUITS DE SOINS PHARMACEUTIQUES,1.0,Produit,Blanc,Non ,Produit/Service,Personne seule,-,-,Femme,Adulte,Moyen ,Explicatif/Narratif,Majuscule gras,Moyen,Moyen,Non,Français,Un peu contrasté,Haut droit,0.75,Aucun,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222382201 JCD_MU_VICHY_VITALIFT_01.jpg
2422.0,FREE TELECOM,2022.0,2222332203.0,2222332203 FREE-abribus,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,2.0,Offre,Blanc,Présente,Produit/Service,-,-,-,-,-,Fort,Explicatif/Narratif,Minuscule gras,Moyen,Moyen,Non,Français,Un peu contrasté,Haut milieu,0.92,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222332203 FREE-abribus.jpg
2422.0,FREE TELECOM,2022.0,2222332203.0,2222332203 FREE-paysage,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,2.0,Offre,Blanc,Présente,Produit/Service,-,-,-,-,-,Fort,Explicatif/Narratif,Minuscule gras,Moyen,Moyen,Non,Français,Un peu contrasté,Haut milieu,0.92,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222332203 FREE-paysage.jpg
2342.0,SOCIETE GENERALE,2022.0,2222372201.0,2222372201 SOCIETE-GENERALE-1,ETS_FINANCIERS_ASSURANCES,BANQUES DE DETAIL,3.0,Service,Bleu,Présente,Claim,Personne seule,-,-,Femme,Adulte,Fort,Explicatif/Narratif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Bas droit,0.84,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222372201 SOCIETE-GENERALE-1.jpg
2342.0,SOCIETE GENERALE,2022.0,2222372201.0,2222372201 SOCIETE-GENERALE-2,ETS_FINANCIERS_ASSURANCES,BANQUES DE DETAIL,3.0,Service,Bleu,Présente,Claim,Personne seule,-,-,Femme,Adulte,Fort,Explicatif/Narratif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Bas droit,0.84,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222372201 SOCIETE-GENERALE-2.jpg
2335.0,BUT,2022.0,2222362201.0,2222362201 BUT-aspi-abribus,DISTRIBUTION,DISTRIBUTION SPECIALISEE,8.0,Offre,Bleu,Présente,Promotion,-,-,-,-,-,Fort,Descriptif,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Haut gauche,0.87,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222362201 BUT-aspi-abribus.jpg
2335.0,BUT,2022.0,2222362201.0,2222362201 BUT-aspi-paysage,DISTRIBUTION,DISTRIBUTION SPECIALISEE,8.0,Offre,Bleu,Présente,Promotion,-,-,-,-,-,Fort,Descriptif,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Haut gauche,0.87,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222362201 BUT-aspi-paysage.jpg
2335.0,BUT,2022.0,2222362201.0,2222362201 BUT-bouilloire-paysage,DISTRIBUTION,DISTRIBUTION SPECIALISEE,8.0,Offre,Rouge,Dominante,Promotion,-,-,-,-,-,Moyen ,Descriptif,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Haut gauche,0.87,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222362201 BUT-bouilloire-paysage.jpg
2335.0,BUT,2022.0,2222362201.0,2222362201 BUT-canapé-abribus,DISTRIBUTION,DISTRIBUTION SPECIALISEE,8.0,Offre,Rouge,Dominante,Promotion,-,-,-,-,-,Moyen ,Descriptif,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Haut gauche,0.87,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222362201 BUT-canapé-abribus.jpg
2335.0,BUT,2022.0,2222362201.0,2222362201 BUT-canapé-paysage,DISTRIBUTION,DISTRIBUTION SPECIALISEE,8.0,Offre,Rouge,Dominante,Promotion,-,-,-,-,-,Moyen ,Descriptif,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Haut gauche,0.87,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222362201 BUT-canapé-paysage.jpg
2335.0,BUT,2022.0,2222362201.0,2222362201 BUT-lit-abribus,DISTRIBUTION,DISTRIBUTION SPECIALISEE,8.0,Offre,Bleu,Présente,Promotion,-,-,-,-,-,Fort,Descriptif,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Haut gauche,0.87,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222362201 BUT-lit-abribus.jpg
2335.0,BUT,2022.0,2222362201.0,2222362201 BUT-lit-paysage,DISTRIBUTION,DISTRIBUTION SPECIALISEE,8.0,Offre,Bleu,Présente,Promotion,-,-,-,-,-,Fort,Descriptif,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Haut gauche,0.87,Prix indiqué,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222362201 BUT-lit-paysage.jpg
2626.0,PRADA,2022.0,2222362202.0,2222362202 PRADA-1,HYGIENE_BEAUTE,PARFUMS,2.0,Produit,Vert,Non ,Personnage,Célébrité,Uniquement pour la marque,1ère utilisation ,Femme,Adulte,Faible,Descriptif,Majuscule gras,Grand,Moyen,Non,Français,Un peu contrasté,Haut gauche,0.71,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2222362202 PRADA-1.jpg
